district,timestamp,lat,lon,temp,feels_like,pressure,humidity,clouds,wind_speed,wind_deg,weather_main,weather_desc,PM2_5
Pom Prap Sattru Phai,1742248800,13.7504,100.5097,301.08,304.21,1010,74,37,2.43,175,Clouds,scattered clouds,76.02
Pom Prap Sattru Phai,1742364000,13.7504,100.5097,308.52,311.39,1014,41,25,4.28,70,Clouds,scattered clouds,92.49
Phra Khanong,1742205600,13.7088,100.6022,306.12,310.9,1008,55,100,4.54,183,Clouds,overcast clouds,30.43
Lat Krabang,1742310000,13.7262,100.7562,303.3,309.59,1012,74,20,4.12,180,Clouds,few clouds,51.5
Yannawa,1741852800,13.6896,100.5369,308.42,313.29,1007,47,70,5.21,184,Clouds,broken clouds,13.14
Yannawa,1741870800,13.6896,100.5369,299.12,299.12,1009,68,66,6.38,179,Clouds,broken clouds,11.34
Yannawa,1741986000,13.6896,100.5369,301.12,304.44,1009,75,7,4.75,183,Clear,clear sky,9.52
Samphanthawong,1741914000,13.7408,100.5137,304.76,308.0,1011,55,100,3.09,174,Clouds,overcast clouds,83.45
Thon Buri,1742133600,13.7229,100.4907,303.73,309.1,1010,68,21,4.73,152,Clouds,few clouds,80.38
Bangkok Yai,1742317200,13.7314,100.4806,304.23,309.5,1012,65,33,3.8,166,Clouds,scattered clouds,78.99
Taling Chan,1742176800,13.7702,100.4429,304.83,311.83,1012,73,20,3.09,110,Clouds,few clouds,68.78
Taling Chan,1742338800,13.7702,100.4429,301.75,303.0,1014,56,20,2.06,110,Clouds,few clouds,100.6
Bang Khun Thian,1741845600,13.6703,100.4578,308.05,313.98,1008,51,88,4.82,185,Clouds,overcast clouds,14.67
Phasi Charoen,1741917600,13.7214,100.4357,305.91,310.12,1012,54,100,3.25,179,Clouds,overcast clouds,64.12
Nong Khaem,1742025600,13.7153,100.3792,309.23,315.17,1008,47,48,5.55,173,Clouds,scattered clouds,24.87
Nong Khaem,1742166000,13.7153,100.3792,303.71,309.05,1009,68,16,3.24,147,Clouds,few clouds,34.69
Sathon,1741935600,13.7211,100.5289,308.65,314.62,1009,49,78,5.35,186,Clouds,broken clouds,25.4
Prawet,1741910400,13.7196,100.6698,302.05,309.05,1012,99,99,2.01,177,Clouds,overcast clouds,70.76
Khlong Toei,1742097600,13.7126,100.5582,308.25,315.25,1011,56,96,4.21,187,Clouds,overcast clouds,27.11
Lat Phrao,1741827600,13.8078,100.5701,301.12,305.64,1011,83,20,3.6,100,Clouds,few clouds,73.25
Watthana,1742392800,13.7369,100.5847,303.9,304.65,1015,46,100,6.43,92,Clouds,overcast clouds,71.3
Saphan Sung,1742155200,13.761,100.6726,302.13,307.0,1008,76,20,3.09,160,Clouds,few clouds,49.48
Wang Thonglang,1742187600,13.7889,100.612,308.86,315.86,1011,53,9,3.65,162,Clear,clear sky,32.39
Phra Nakhon,1741996800,13.7563,100.5018,300.22,302.48,1011,74,59,3.85,181,Clouds,broken clouds,49.5
Phra Nakhon,1742202000,13.7563,100.5018,308.72,315.64,1008,51,100,4.86,186,Clouds,overcast clouds,35.08
Dusit,1742230800,13.7842,100.5117,302.09,305.93,1012,71,9,4.74,194,Clear,clear sky,28.53
Bang Khen,1742202000,13.8644,100.5843,308.77,314.91,1008,49,20,3.09,180,Clouds,few clouds,57.99
Bang Kapi,1742126400,13.7554,100.6309,305.99,309.99,1008,53,42,4.45,113,Clouds,scattered clouds,69.09
Pathum Wan,1742284800,13.7445,100.5342,309.86,316.86,1008,50,51,2.99,180,Clouds,broken clouds,52.76
Pom Prap Sattru Phai,1741982400,13.7504,100.5097,301.11,304.0,1009,72,4,4.45,185,Clear,clear sky,31.09
Min Buri,1742184000,13.8053,100.755,306.51,313.51,1012,78,75,4.12,130,Clouds,broken clouds,13.89
Min Buri,1742302800,13.8053,100.755,304.47,309.79,1010,64,20,4.63,190,Clouds,few clouds,33.7
Yannawa,1742144400,13.6896,100.5369,304.11,310.34,1010,69,27,5.48,188,Clouds,scattered clouds,54.89
Samphanthawong,1742050800,13.7408,100.5137,302.09,305.21,1010,67,60,4.45,193,Clouds,broken clouds,39.37
Samphanthawong,1742126400,13.7408,100.5137,305.99,309.99,1008,53,42,4.45,113,Clouds,scattered clouds,63.5
Bangkok Yai,1742389200,13.7314,100.4806,304.34,305.13,1014,45,100,5.21,93,Clouds,overcast clouds,68.11
Taling Chan,1741996800,13.7702,100.4429,300.12,303.7,1011,89,20,1.03,130,Clouds,few clouds,21.41
Bang Khun Thian,1741953600,13.6703,100.4578,307.02,311.94,1010,52,5,5.15,179,Clear,clear sky,8.44
Rat Burana,1742371200,13.6865,100.4925,308.85,311.37,1011,39,14,3.78,83,Clouds,few clouds,79.78
Din Daeng,1742162400,13.7663,100.5562,303.16,307.74,1009,68,18,3.89,155,Clouds,few clouds,72.04
Din Daeng,1742241600,13.7663,100.5562,301.1,304.12,1010,73,33,2.8,182,Clouds,scattered clouds,43.06
Sathon,1742054400,13.7211,100.5289,302.09,305.75,1010,70,69,4.92,193,Rain,heavy intensity rain,36.81
Chatuchak,1741892400,13.8166,100.5557,302.04,309.04,1009,99,14,3.74,187,Clouds,few clouds,57.47
Prawet,1742155200,13.7196,100.6698,302.13,307.0,1008,76,20,3.09,160,Clouds,few clouds,49.48
Chom Thong,1742151600,13.6853,100.4674,304.21,310.31,1008,68,10,4.83,178,Clear,clear sky,49.11
Lat Phrao,1741885200,13.8078,100.5701,302.59,309.59,1010,99,52,4.6,197,Clouds,broken clouds,51.04
Lat Phrao,1742194800,13.8078,100.5701,307.85,313.89,1008,52,20,4.12,160,Clouds,few clouds,66.79
Watthana,1741856400,13.7369,100.5847,308.52,315.52,1006,52,86,5.14,184,Clouds,overcast clouds,27.28
Khan Na Yao,1742126400,13.8159,100.6669,305.3,308.3,1008,52,20,5.14,190,Clouds,few clouds,74.14
Khan Na Yao,1742389200,13.8159,100.6669,305.55,307.76,1014,48,20,4.12,60,Clouds,few clouds,41.7
Saphan Sung,1741932000,13.761,100.6726,308.16,315.16,1011,63,32,4.75,199,Clouds,scattered clouds,28.3
Wang Thonglang,1742230800,13.7889,100.612,302.09,305.93,1012,71,9,4.74,194,Clear,clear sky,67.36
Phra Nakhon,1742371200,13.7563,100.5018,308.82,311.64,1011,40,15,3.74,77,Clouds,few clouds,79.78
Dusit,1741935600,13.7842,100.5117,308.65,314.62,1009,49,78,5.35,186,Clouds,broken clouds,25.4
Bang Rak,1741827600,13.7259,100.5283,301.12,303.5,1011,68,100,2.83,175,Clouds,overcast clouds,73.25
Bang Kapi,1741888800,13.7554,100.6309,301.69,304.9,1010,70,6,4.19,196,Clear,clear sky,51.6
Bang Kapi,1742122800,13.7554,100.6309,308.09,312.92,1006,48,48,5.54,159,Clouds,scattered clouds,74.59
Bang Kapi,1742140800,13.7554,100.6309,303.09,307.81,1010,69,35,4.72,190,Clouds,scattered clouds,65.65
Bang Kapi,1742176800,13.7554,100.6309,303.71,310.71,1012,89,15,3.75,140,Clouds,few clouds,54.3
Phra Khanong,1741960800,13.7088,100.6022,302.12,306.0,1011,71,23,5.85,185,Clouds,few clouds,47.78
Lat Krabang,1742371200,13.7262,100.7562,307.68,314.68,1011,59,20,6.17,60,Clouds,few clouds,52.0
Samphanthawong,1742241600,13.7408,100.5137,301.1,304.12,1010,73,33,2.8,182,Clouds,scattered clouds,43.06
Thon Buri,1742302800,13.7229,100.4907,305.96,311.84,1011,59,86,4.76,177,Clouds,overcast clouds,60.64
Huai Khwang,1742122800,13.7788,100.5759,308.09,312.92,1006,48,48,5.54,159,Clouds,scattered clouds,51.18
Khlong San,1742187600,13.7348,100.5042,308.86,315.86,1011,53,9,3.65,162,Clear,clear sky,45.8
Taling Chan,1741928400,13.7702,100.4429,307.57,313.22,1012,52,81,4.33,183,Clouds,broken clouds,14.11
Taling Chan,1742292000,13.7702,100.4429,309.56,316.56,1008,50,20,4.12,90,Clouds,few clouds,43.47
Phasi Charoen,1742385600,13.7214,100.4357,305.67,307.03,1012,44,47,3.92,101,Clouds,scattered clouds,67.2
Phasi Charoen,1742392800,13.7214,100.4357,303.83,304.39,1015,45,100,6.24,90,Clouds,overcast clouds,71.3
Nong Khaem,1741968000,13.7153,100.3792,301.81,305.66,1011,73,32,5.56,184,Clouds,scattered clouds,25.32
Rat Burana,1741849200,13.6865,100.4925,308.6,315.33,1008,51,51,5.01,187,Clouds,broken clouds,12.16
Bang Phlat,1742238000,13.7951,100.5015,302.13,307.62,1011,79,20,3.09,180,Clouds,few clouds,34.98
Bang Sue,1742299200,13.8009,100.5297,307.71,313.55,1010,52,64,4.17,193,Clouds,broken clouds,33.04
Chatuchak,1742130000,13.8166,100.5557,304.12,306.76,1009,55,20,3.6,190,Clouds,few clouds,133.95
Chatuchak,1742263200,13.8166,100.5557,306.32,313.32,1014,63,79,2.6,117,Clouds,broken clouds,122.84
Chatuchak,1742281200,13.8166,100.5557,309.88,316.88,1009,50,75,2.05,139,Clouds,broken clouds,24.62
Prawet,1741834800,13.7196,100.6698,306.0,313.0,1011,81,20,3.6,120,Clouds,few clouds,66.7
Prawet,1741896000,13.7196,100.6698,302.05,309.05,1010,99,55,2.84,188,Clouds,broken clouds,60.05
Chom Thong,1742180400,13.6853,100.4674,306.48,313.15,1012,59,13,4.19,147,Clouds,few clouds,65.35
Don Mueang,1742122800,13.9125,100.5989,308.12,314.55,1006,52,20,3.6,190,Clouds,few clouds,66.84
Watthana,1742004000,13.7369,100.5847,302.25,304.51,1012,61,33,4.15,183,Clouds,scattered clouds,68.51
Sai Mai,1741975200,13.9248,100.6385,300.79,304.91,1010,84,20,2.06,200,Rain,light rain,56.91
Khan Na Yao,1741950000,13.8159,100.6669,306.13,312.98,1009,61,48,5.41,184,Clouds,scattered clouds,24.9
Khan Na Yao,1742061600,13.8159,100.6669,302.13,307.62,1010,79,20,5.14,210,Clouds,few clouds,31.97
Saphan Sung,1742040000,13.761,100.6726,306.06,313.06,1009,66,20,5.66,200,Clouds,few clouds,44.68
Saphan Sung,1742385600,13.761,100.6726,306.02,308.11,1013,46,20,4.63,60,Clouds,few clouds,48.23
Dusit,1741863600,13.7842,100.5117,307.07,313.14,1006,55,90,5.09,176,Clouds,overcast clouds,38.5
Bang Rak,1742158800,13.7259,100.5283,303.35,308.18,1008,68,12,3.68,172,Clouds,few clouds,58.82
Bang Khen,1742000400,13.8644,100.5843,304.47,311.47,1012,71,20,1.54,110,Clouds,few clouds,58.43
Bang Khen,1742198400,13.8644,100.5843,307.59,313.26,1008,52,40,3.09,160,Clouds,scattered clouds,66.62
Bang Khen,1742331600,13.8644,100.5843,301.44,302.92,1012,59,20,3.09,110,Clouds,few clouds,76.3
Bang Kapi,1742083200,13.7554,100.6309,301.11,304.56,1011,76,100,2.98,178,Clouds,overcast clouds,53.42
Phra Khanong,1741986000,13.7088,100.6022,301.12,304.44,1009,75,7,4.75,183,Clear,clear sky,32.63
Phra Khanong,1742040000,13.7088,100.6022,305.03,312.03,1010,69,58,5.14,176,Clouds,broken clouds,44.68
Phra Khanong,1742324400,13.7088,100.6022,304.11,307.67,1012,59,47,4.03,85,Clouds,scattered clouds,67.77
Samphanthawong,1742367600,13.7408,100.5137,308.44,311.23,1013,41,16,3.93,74,Clouds,few clouds,83.42
Phaya Thai,1741885200,13.7719,100.5385,301.91,305.19,1010,69,41,4.69,196,Clouds,scattered clouds,51.04
Phaya Thai,1741914000,13.7719,100.5385,304.76,308.0,1011,55,100,3.09,174,Clouds,overcast clouds,83.45
Phaya Thai,1742223600,13.7719,100.5385,303.09,307.81,1012,69,8,5.04,187,Clear,clear sky,33.08
Phaya Thai,1742295600,13.7719,100.5385,309.05,315.59,1008,49,62,3.31,236,Clouds,broken clouds,43.04
Taling Chan,1742212800,13.7702,100.4429,306.07,313.07,1009,63,20,5.66,180,Clouds,few clouds,27.55
Taling Chan,1742252400,13.7702,100.4429,300.13,304.25,1011,94,40,2.57,60,Clouds,scattered clouds,100.47
Rat Burana,1742184000,13.6865,100.4925,307.5,313.43,1012,53,10,4.03,153,Clear,clear sky,43.57
Din Daeng,1742097600,13.7663,100.5562,308.25,315.25,1011,56,96,4.21,187,Clouds,overcast clouds,27.11
Bueng Kum,1741903200,13.7895,100.6558,302.6,309.6,1010,99,77,2.55,180,Clouds,broken clouds,50.92
Bueng Kum,1742061600,13.7895,100.6558,302.13,307.62,1010,79,20,5.14,210,Clouds,few clouds,31.97
Chatuchak,1742238000,13.8166,100.5557,302.11,307.57,1011,79,20,3.09,180,Clouds,few clouds,60.27
Prawet,1742040000,13.7196,100.6698,306.06,313.06,1009,66,20,5.66,200,Clouds,few clouds,44.68
Khlong Toei,1742299200,13.7126,100.5582,307.71,313.55,1010,52,64,4.17,193,Clouds,broken clouds,45.34
Suan Luang,1741892400,13.7212,100.6406,301.36,304.67,1009,73,20,4.16,192,Clouds,few clouds,57.47
Don Mueang,1742266800,13.9125,100.5989,306.87,313.87,1014,62,20,1.54,120,Clouds,few clouds,135.3
Saphan Sung,1741874400,13.761,100.6726,302.75,309.75,1010,95,20,2.06,150,Clouds,few clouds,49.42
Khlong Sam Wa,1742245200,13.8647,100.7351,301.33,307.66,1010,91,20,2.57,200,Clouds,few clouds,103.6
Phra Nakhon,1741993200,13.7563,100.5018,300.22,302.48,1010,74,11,3.66,180,Clouds,few clouds,40.37
Bang Khen,1742094000,13.8644,100.5843,307.08,314.08,1012,60,20,3.6,190,Clouds,few clouds,38.02
Pathum Wan,1741978800,13.7445,100.5342,301.22,304.23,1009,72,4,4.76,185,Clear,clear sky,30.32
Pathum Wan,1742032800,13.7445,100.5342,308.79,315.79,1008,51,91,4.69,167,Clouds,overcast clouds,65.15
Pom Prap Sattru Phai,1742238000,13.7504,100.5097,302.1,306.14,1011,72,24,3.04,191,Clouds,few clouds,34.98
Min Buri,1741824000,13.8053,100.755,300.47,303.84,1010,82,40,5.14,190,Clouds,scattered clouds,26.12
Yannawa,1741816800,13.6896,100.5369,302.12,307.38,1008,78,42,4.08,189,Clouds,scattered clouds,22.27
Samphanthawong,1742371200,13.7408,100.5137,308.82,311.64,1011,40,15,3.74,77,Clouds,few clouds,79.78
Phaya Thai,1741957200,13.7719,100.5385,302.2,305.09,1010,65,10,5.04,183,Clear,clear sky,36.99
Khlong San,1741968000,13.7348,100.5042,302.09,305.57,1011,69,47,5.67,185,Clouds,scattered clouds,43.34
Khlong San,1742144400,13.7348,100.5042,304.05,310.19,1010,69,31,4.83,191,Clouds,scattered clouds,54.89
Taling Chan,1742029200,13.7702,100.4429,308.72,315.72,1008,58,89,4.62,185,Clouds,overcast clouds,28.91
Bangkok Noi,1741921200,13.7634,100.4735,306.46,310.69,1012,52,100,3.29,184,Clouds,overcast clouds,57.39
Bangkok Noi,1741989600,13.7634,100.4735,301.13,304.32,1009,74,9,3.99,180,Clear,clear sky,18.11
Bangkok Noi,1742184000,13.7634,100.4735,307.5,313.43,1012,53,10,4.03,153,Clear,clear sky,43.57
Phasi Charoen,1742018400,13.7214,100.4357,308.55,314.79,1010,50,35,5.13,185,Clouds,scattered clouds,20.98
Rat Burana,1742328000,13.6865,100.4925,303.1,304.78,1012,54,60,3.53,94,Clouds,broken clouds,98.68
Bueng Kum,1741831200,13.7895,100.6558,303.37,310.37,1011,87,20,4.12,90,Clouds,few clouds,70.99
Bueng Kum,1742130000,13.7895,100.6558,303.12,308.12,1009,70,20,5.66,190,Clouds,few clouds,55.75
Bang Sue,1741921200,13.8009,100.5297,306.42,310.6,1012,52,100,3.18,184,Clouds,overcast clouds,96.1
Bang Sue,1742198400,13.8009,100.5297,307.85,314.29,1008,53,100,5.49,192,Clouds,overcast clouds,66.62
Chatuchak,1741903200,13.8166,100.5557,302.59,309.59,1009,99,78,2.98,181,Clouds,broken clouds,50.92
Prawet,1741878000,13.7196,100.6698,302.89,309.89,1010,84,20,3.09,180,Clouds,few clouds,51.02
Prawet,1741942800,13.7196,100.6698,306.49,313.49,1010,72,56,4.5,190,Clouds,broken clouds,22.25
Prawet,1742036400,13.7196,100.6698,307.63,314.63,1008,58,20,5.66,210,Clouds,few clouds,57.64
Don Mueang,1741820400,13.9125,100.5989,302.12,307.59,1008,79,20,2.57,160,Clouds,few clouds,69.46
Watthana,1742166000,13.7369,100.5847,300.33,302.79,1009,75,26,3.2,148,Clouds,scattered clouds,87.0
Sai Mai,1742119200,13.9248,100.6385,309.46,316.46,1005,64,59,6.34,160,Clouds,broken clouds,83.39
Khan Na Yao,1742252400,13.8159,100.6669,300.61,305.65,1011,93,20,2.57,60,Clouds,few clouds,84.89
Saphan Sung,1742205600,13.761,100.6726,306.3,311.31,1008,55,20,6.69,190,Clouds,few clouds,30.43
Wang Thonglang,1742238000,13.7889,100.612,302.1,306.14,1011,72,24,3.04,191,Clouds,few clouds,63.03
Khlong Sam Wa,1742252400,13.8647,100.7351,300.61,305.65,1011,93,20,2.57,60,Clouds,few clouds,84.89
Phra Nakhon,1742324400,13.7563,100.5018,303.91,307.26,1012,59,21,3.8,90,Clouds,few clouds,88.18
Bang Kapi,1741802400,13.7554,100.6309,302.09,306.12,1009,72,88,4.79,197,Clouds,overcast clouds,36.31
Pathum Wan,1741914000,13.7445,100.5342,304.76,308.0,1011,55,100,3.09,174,Clouds,overcast clouds,83.45
Pathum Wan,1741993200,13.7445,100.5342,300.22,302.48,1010,74,11,3.66,180,Clouds,few clouds,40.37
Pom Prap Sattru Phai,1742058000,13.7504,100.5097,302.1,305.95,1010,71,75,4.71,189,Clouds,broken clouds,33.55
Pom Prap Sattru Phai,1742097600,13.7504,100.5097,308.25,315.25,1011,56,96,4.21,187,Clouds,overcast clouds,27.11
Pom Prap Sattru Phai,1742212800,13.7504,100.5097,305.78,312.43,1009,62,85,5.29,161,Clouds,overcast clouds,27.55
Phra Khanong,1742313600,13.7088,100.6022,304.11,309.21,1012,65,25,4.01,164,Clouds,scattered clouds,57.16
Min Buri,1741928400,13.8053,100.755,308.16,315.16,1012,67,94,4.42,198,Clouds,overcast clouds,7.65
Lat Krabang,1741906800,13.7262,100.7562,302.05,309.05,1011,99,82,2.25,180,Clouds,broken clouds,18.11
Yannawa,1742151600,13.6896,100.5369,303.98,309.72,1008,68,11,5.23,178,Clouds,few clouds,49.11
Yannawa,1742382000,13.6896,100.5369,305.92,306.78,1010,41,39,4.29,108,Clouds,scattered clouds,68.41
Samphanthawong,1741935600,13.7408,100.5137,308.65,314.62,1009,49,78,5.35,186,Clouds,broken clouds,25.4
Bangkok Yai,1741827600,13.7314,100.4806,301.13,303.65,1011,69,100,2.91,177,Rain,light rain,58.98
Bangkok Yai,1742140800,13.7314,100.4806,304.78,311.17,1010,66,35,5.07,190,Clouds,scattered clouds,60.1
Rat Burana,1742187600,13.6865,100.4925,308.97,315.83,1011,50,10,3.97,163,Clear,clear sky,45.8
Bang Phlat,1741903200,13.7951,100.5015,301.01,303.93,1009,73,80,2.96,183,Clouds,broken clouds,50.92
Din Daeng,1741798800,13.7663,100.5562,302.99,308.27,1009,72,89,5.27,192,Clouds,overcast clouds,34.8
Sathon,1742230800,13.7211,100.5289,302.09,305.93,1012,71,9,4.74,194,Clear,clear sky,28.53
Chatuchak,1742288400,13.8166,100.5557,309.89,316.89,1008,49,78,1.43,278,Clouds,broken clouds,20.19
Prawet,1741845600,13.7196,100.6698,307.26,314.26,1008,72,40,3.09,190,Clouds,scattered clouds,32.88
Prawet,1742220000,13.7196,100.6698,303.13,309.14,1011,74,40,6.17,190,Clouds,scattered clouds,72.37
Suan Luang,1742216400,13.7212,100.6406,304.6,309.53,1010,62,17,6.1,162,Clouds,few clouds,64.82
Suan Luang,1742245200,13.7212,100.6406,301.12,304.44,1010,75,19,2.87,184,Clouds,few clouds,78.95
Chom Thong,1741845600,13.6853,100.4674,308.05,313.98,1008,51,88,4.82,185,Clouds,overcast clouds,14.67
Chom Thong,1742032800,13.6853,100.4674,309.05,314.75,1008,47,78,4.8,165,Clouds,broken clouds,9.71
Don Mueang,1741795200,13.9125,100.5989,303.12,308.12,1009,70,20,3.6,200,Clouds,few clouds,36.89
Don Mueang,1742036400,13.9125,100.5989,307.39,313.93,1008,55,20,4.12,200,Clouds,few clouds,116.84
Don Mueang,1742317200,13.9125,100.5989,303.37,308.99,1012,71,20,2.57,140,Clouds,few clouds,79.19
Watthana,1742227200,13.7369,100.5847,302.99,307.8,1012,70,8,5.23,187,Clear,clear sky,29.52
Khan Na Yao,1741878000,13.8159,100.6669,302.89,309.89,1010,84,20,3.09,180,Clouds,few clouds,51.02
Khan Na Yao,1742050800,13.8159,100.6669,302.13,306.6,1010,74,20,6.17,200,Clouds,few clouds,39.37
Saphan Sung,1741888800,13.761,100.6726,302.6,309.6,1012,98,6,3.87,204,Clear,clear sky,51.6
Saphan Sung,1741906800,13.761,100.6726,302.05,309.05,1011,99,82,2.25,180,Clouds,broken clouds,54.02
Saphan Sung,1741950000,13.761,100.6726,306.13,312.98,1009,61,48,5.41,184,Clouds,scattered clouds,24.9
Wang Thonglang,1742313600,13.7889,100.612,304.05,309.07,1012,65,38,3.82,162,Clouds,scattered clouds,57.16
Phra Nakhon,1741852800,13.7563,100.5018,308.32,315.32,1007,54,79,5.14,186,Clouds,broken clouds,30.6
Bang Rak,1741842000,13.7259,100.5283,306.42,310.92,1010,53,94,4.53,184,Rain,light rain,35.65
Bang Khen,1742389200,13.8644,100.5843,303.93,305.04,1014,48,20,3.6,100,Clouds,few clouds,43.51
Bang Kapi,1741838400,13.7554,100.6309,306.39,313.39,1011,68,94,4.01,190,Clouds,overcast clouds,43.16
Bang Kapi,1742025600,13.7554,100.6309,309.05,316.05,1008,51,84,5.09,190,Clouds,broken clouds,64.6
Pathum Wan,1742374800,13.7445,100.5342,308.16,310.69,1010,41,13,3.62,80,Clouds,few clouds,74.54
Pathum Wan,1742389200,13.7445,100.5342,304.41,305.42,1014,46,100,5.52,93,Clouds,overcast clouds,68.11
Phra Khanong,1742014800,13.7088,100.6022,307.82,314.62,1011,54,22,4.88,190,Clouds,few clouds,58.02
Samphanthawong,1742079600,13.7408,100.5137,301.11,304.56,1010,76,100,3.45,176,Clouds,overcast clouds,42.12
Thon Buri,1741838400,13.7229,100.4907,304.62,306.14,1011,48,94,4.09,189,Clouds,overcast clouds,38.96
Huai Khwang,1742313600,13.7788,100.5759,304.05,309.07,1012,65,38,3.82,162,Clouds,scattered clouds,82.18
Taling Chan,1742306400,13.7702,100.4429,304.87,309.87,1011,61,20,2.57,100,Clouds,few clouds,77.64
Bang Khun Thian,1742122800,13.6703,100.4578,308.13,314.17,1006,51,46,5.95,162,Clouds,scattered clouds,51.18
Bang Khun Thian,1742223600,13.6703,100.4578,304.78,310.25,1012,63,9,5.16,187,Clear,clear sky,33.08
Nong Khaem,1742047200,13.7153,100.3792,302.45,306.54,1010,70,28,4.57,176,Clouds,scattered clouds,21.72
Nong Khaem,1742180400,13.7153,100.3792,306.48,313.15,1012,59,16,4.77,149,Clouds,few clouds,57.94
Rat Burana,1741906800,13.6865,100.4925,300.95,304.07,1010,75,84,2.68,191,Clouds,broken clouds,5.35
Bang Phlat,1741899600,13.7951,100.5015,301.09,303.96,1009,72,73,3.26,179,Clouds,broken clouds,55.89
Sathon,1741939200,13.7211,100.5289,308.09,313.68,1008,50,50,4.94,184,Clouds,scattered clouds,24.18
Chatuchak,1741932000,13.8166,100.5557,307.56,312.82,1011,51,69,4.7,185,Clouds,broken clouds,28.3
Prawet,1742061600,13.7196,100.6698,302.13,307.62,1010,79,20,5.14,210,Clouds,few clouds,31.97
Khlong Toei,1742338800,13.7126,100.5582,300.09,300.51,1014,50,62,3.9,82,Clouds,broken clouds,100.6
Don Mueang,1741863600,13.9125,100.5989,307.35,312.7,1006,52,40,4.63,170,Clouds,scattered clouds,42.05
Don Mueang,1742389200,13.9125,100.5989,303.93,305.04,1014,48,20,3.6,100,Clouds,few clouds,43.51
Ratchathewi,1742148000,13.7547,100.5342,303.91,309.55,1009,68,36,5.44,191,Clouds,scattered clouds,52.62
Lat Phrao,1741874400,13.8078,100.5701,305.54,312.5,1010,64,91,6.28,186,Clouds,overcast clouds,49.42
Lat Phrao,1741996800,13.8078,100.5701,300.1,303.74,1011,90,20,1.03,130,Clouds,few clouds,49.5
Watthana,1742094000,13.7369,100.5847,307.04,314.04,1012,61,94,3.61,190,Clouds,overcast clouds,39.75
Khan Na Yao,1741993200,13.8159,100.6669,301.58,308.29,1010,90,20,4.12,180,Clouds,few clouds,40.37
Saphan Sung,1741824000,13.761,100.6726,300.47,303.84,1010,82,40,5.14,190,Clouds,scattered clouds,68.69
Dusit,1742342400,13.7842,100.5117,299.09,299.02,1015,49,54,4.1,80,Clouds,broken clouds,103.19
Pathum Wan,1742173200,13.7445,100.5342,300.23,302.14,1011,70,19,3.1,143,Clouds,few clouds,76.66
Pom Prap Sattru Phai,1741953600,13.7504,100.5097,306.98,311.85,1010,52,5,5.01,180,Clear,clear sky,27.47
Min Buri,1742216400,13.8053,100.755,303.13,309.14,1010,74,20,6.17,200,Clouds,few clouds,61.15
Min Buri,1742320800,13.8053,100.755,303.13,305.18,1012,56,20,3.6,130,Clouds,few clouds,46.96
